strike,call_gex,put_gex,net_gex,abs_net_gex,GSI
534.78,106453.87199999999,357665.1119999999,-251211.23999999993,251211.23999999993,0.22936763129689178
539.78,97748.532,251708.688,-153960.156,153960.156,0.27971530249110327
540.0,421089.732,1289136.4919999999,-868046.7599999998,868046.7599999998,0.24621873182082607
544.78,324211.73400000005,1334404.2599999998,-1010192.5259999997,1010192.5259999997,0.19547124540751298
549.78,148239.504,588356.6219999999,-440117.1179999999,440117.1179999999,0.2012493668748945
550.0,2450801.934,7134523.577999999,-4683721.643999999,4683721.643999999,0.2556827027868598
554.78,236536.524,618576.588,-382040.064,382040.064,0.2766143106457243
555.0,0.0,0.0,0.0,0.0,0.0
559.78,1339005.6539999999,964800.3959999998,374205.25800000003,374205.25800000003,0.5812145748987854
560.0,109687.284,6286312.557,-6176625.273,6176625.273,0.017149356899116282
564.78,691701.444,1092955.4370000002,-401253.99300000013,401253.99300000013,0.38758231420507994
565.0,0.0,0.0,0.0,0.0,0.0
569.78,590968.2239999999,1237899.348,-646931.1240000001,646931.1240000001,0.3231334149326805
570.0,137046.924,7875596.736,-7738549.812,7738549.812,0.01710383361787987
574.78,988677.8999999999,3512231.604,-2523553.704,2523553.704,0.21966180371352784
575.0,0.0,0.0,0.0,0.0,0.0
579.78,767313.5399999999,1352125.845,-584812.305,584812.305,0.3620360862549509
580.0,592087.482,13621058.954999998,-13028971.472999997,13028971.472999997,0.041657734592719306
584.78,909956.754,4597165.692,-3687208.938,3687208.938,0.16523270781112392
585.0,0.0,0.0,0.0,0.0,0.0
587.0,0.0,0.0,0.0,0.0,0.0
588.0,0.0,0.0,0.0,0.0,0.0
589.0,0.0,0.0,0.0,0.0,0.0
589.78,1445956.974,2524983.8669999996,-1079026.8929999997,1079026.8929999997,0.3641346048448975
590.0,1661414.139,17104687.299,-15443273.159999998,15443273.159999998,0.0885327271883843
591.0,0.0,0.0,0.0,0.0,0.0
592.0,0.0,0.0,0.0,0.0,0.0
593.0,0.0,0.0,0.0,0.0,0.0
594.0,0.0,0.0,0.0,0.0,0.0
594.78,2918029.968,4771956.482999999,-1853926.5149999992,1853926.5149999992,0.3794584017271632
595.0,0.0,0.0,0.0,0.0,0.0
596.0,0.0,0.0,0.0,0.0,0.0
597.0,0.0,0.0,0.0,0.0,0.0
598.0,0.0,0.0,0.0,0.0,0.0
599.0,0.0,0.0,0.0,0.0,0.0
599.78,2458014.9299999997,2375936.01,82078.91999999993,82078.91999999993,0.508489837921276
600.0,20365521.119999997,42177994.11,-21812472.990000002,21812472.990000002,0.32562162592088123
601.0,0.0,0.0,0.0,0.0,0.0
602.0,0.0,0.0,0.0,0.0,0.0
603.0,0.0,0.0,0.0,0.0,0.0
604.0,0.0,0.0,0.0,0.0,0.0
604.78,9107340.165,11282120.639999999,-2174780.4749999996,2174780.4749999996,0.44666900474222715
605.0,0.0,0.0,0.0,0.0,0.0
606.0,0.0,0.0,0.0,0.0,0.0
607.0,0.0,0.0,0.0,0.0,0.0
608.0,0.0,0.0,0.0,0.0,0.0
609.0,0.0,0.0,0.0,0.0,0.0
609.78,2319164.7569999998,3430774.4939999995,-1111609.7369999997,1111609.7369999997,0.403337262493106
610.0,11060694.098999998,20277348.462,-9216654.363000004,9216654.363000004,0.35294782938245683
611.0,0.0,0.0,0.0,0.0,0.0
612.0,0.0,0.0,0.0,0.0,0.0
613.0,0.0,0.0,0.0,0.0,0.0
614.0,0.0,0.0,0.0,0.0,0.0
615.0,12160489.445999999,16122911.489999996,-3962422.043999998,3962422.043999998,0.42995145716446526
616.0,0.0,0.0,0.0,0.0,0.0
617.0,0.0,0.0,0.0,0.0,0.0
618.0,0.0,0.0,0.0,0.0,0.0
619.0,0.0,0.0,0.0,0.0,0.0
620.0,27078084.432,11176661.664,15901422.768,15901422.768,0.7078359470494916
621.0,0.0,0.0,0.0,0.0,0.0
622.0,0.0,0.0,0.0,0.0,0.0
623.0,0.0,0.0,0.0,0.0,0.0
624.0,0.0,0.0,0.0,0.0,0.0
625.0,28813183.056,17682784.055999998,11130399.000000004,11130399.000000004,0.6196920904257026
626.0,0.0,0.0,0.0,0.0,0.0
627.0,0.0,0.0,0.0,0.0,0.0
628.0,0.0,0.0,0.0,0.0,0.0
629.0,0.0,0.0,0.0,0.0,0.0
630.0,31989885.984,12071819.34,19918066.644,19918066.644,0.7260246908005036
631.0,0.0,0.0,0.0,0.0,0.0
632.0,0.0,0.0,0.0,0.0,0.0
633.0,0.0,0.0,0.0,0.0,0.0
634.0,0.0,0.0,0.0,0.0,0.0
635.0,19329585.66,6444127.935,12885457.725000001,12885457.725000001,0.7499728585387038
636.0,0.0,0.0,0.0,0.0,0.0
637.0,0.0,0.0,0.0,0.0,0.0
638.0,0.0,0.0,0.0,0.0,0.0
639.0,0.0,0.0,0.0,0.0,0.0
640.0,27563220.593999997,6023038.202999999,21540182.391,21540182.391,0.8206695708681315
641.0,0.0,0.0,0.0,0.0,0.0
642.0,0.0,0.0,0.0,0.0,0.0
643.0,0.0,0.0,0.0,0.0,0.0
644.0,0.0,0.0,0.0,0.0,0.0
645.0,4532373.09,250589.42999999996,4281783.66,4281783.66,0.9476079043161727
650.0,20041185.024,1230686.352,18810498.672,18810498.672,0.9421448950002338
655.0,7429634.604,160178.256,7269456.348,7269456.348,0.9788956251024087
660.0,2321341.092,346969.98,1974371.1120000002,1974371.1120000002,0.8699664429530202
665.0,1825509.798,29225.069999999996,1796284.728,1796284.728,0.9842429931607884
670.0,2004839.8019999997,11192.579999999998,1993647.2219999996,1993647.2219999996,0.9944482141755597
675.0,1532886.012,10943.855999999998,1521942.1560000002,1521942.1560000002,0.9929112292572903
680.0,917294.112,10446.408,906847.7039999999,906847.7039999999,0.988739946380697
685.0,360276.71400000004,7648.263,352628.45100000006,352628.45100000006,0.979212438735846
690.0,501676.3079999999,0.0,501676.3079999999,501676.3079999999,1.0
695.0,0.0,0.0,0.0,0.0,0.0
700.0,0.0,186.54299999999998,-186.54299999999998,186.54299999999998,0.0
705.0,0.0,0.0,0.0,0.0,0.0
710.0,0.0,0.0,0.0,0.0,0.0
715.0,0.0,0.0,0.0,0.0,0.0
720.0,0.0,0.0,0.0,0.0,0.0
725.0,0.0,0.0,0.0,0.0,0.0
730.0,0.0,0.0,0.0,0.0,0.0
735.0,0.0,0.0,0.0,0.0,0.0
740.0,0.0,0.0,0.0,0.0,0.0
745.0,0.0,0.0,0.0,0.0,0.0
750.0,0.0,373.08599999999996,-373.08599999999996,373.08599999999996,0.0
755.0,0.0,0.0,0.0,0.0,0.0
760.0,0.0,0.0,0.0,0.0,0.0
765.0,0.0,0.0,0.0,0.0,0.0
770.0,0.0,0.0,0.0,0.0,0.0
775.0,0.0,0.0,0.0,0.0,0.0
780.0,0.0,0.0,0.0,0.0,0.0
785.0,0.0,0.0,0.0,0.0,0.0
790.0,0.0,0.0,0.0,0.0,0.0
