strike,gamma,oi,underlying,GEX
659,0.01,1569,680.645,1067932.005
660,0.01,48324,680.645,32891488.98
660,0.012,9405,680.645,7681759.47
661,0.012,18,680.645,14701.932
661,0.011,801,680.645,599716.3095
662,0.011,851,680.645,637151.7845
662,0.012,17,680.645,13885.158000000001
663,0.013,8,680.645,7078.708
663,0.011,667,680.645,499389.23649999994
664,0.012,1176,680.645,960526.224
664,0.013,15,680.645,13272.577499999998
665,0.013,12719,680.645,11254260.881499998
665,0.012,24242,680.645,19800235.308000002
666,0.012,1199,680.645,979312.026
666,0.014,51,680.645,48598.05299999999
667,0.014,35,680.645,33351.604999999996
667,0.012,1005,680.645,820857.87
668,0.012,727,680.645,593794.698
668,0.014,28,680.645,26681.284
669,0.015,24,680.645,24503.22
669,0.013,836,680.645,739724.9859999999
670,0.013,34323,680.645,30370311.835499994
670,0.015,13965,680.645,14257811.1375
671,0.015,48,680.645,49006.44
671,0.013,542,680.645,479582.46699999995
672,0.014,1065,680.645,1014841.695
672,0.016,191,680.645,208005.11200000002
673,0.016,247,680.645,268990.904
673,0.014,7705,680.645,7342117.615
674,0.014,1418,680.645,1351216.454
674,0.016,579,680.645,630549.5279999999
675,0.016,19276,680.645,20992180.832
675,0.014,23164,680.645,22073045.092
676,0.014,1013,680.645,965290.7390000001
676,0.017,925,680.645,1070314.2625000002
677,0.017,641,680.645,741698.8565
677,0.014,1356,680.645,1292136.468
678,0.014,2142,680.645,2041118.226
678,0.017,1620,680.645,1874496.3300000003
679,0.017,1621,680.645,1875653.4265
679,0.014,1539,680.645,1466517.717
680,0.017,26445,680.645,30599416.942500003
681,0.018,1354,680.645,1658867.994
682,0.018,4256,680.645,5214285.215999999
683,0.018,1292,680.645,1582908.0119999996
684,0.017,1992,680.645,2304936.228
685,0.017,38864,680.645,44969398.37600001
686,0.017,2215,680.645,2562968.7475
687,0.017,2017,680.645,2333863.6405
688,0.017,2964,680.645,3429634.026
689,0.017,2560,680.645,2962167.04
690,0.016,28225,680.645,30737928.2
691,0.016,1569,680.645,1708691.208
692,0.016,1104,680.645,1202291.328
693,0.015,2557,680.645,2610613.8974999995
694,0.015,1641,680.645,1675407.6675
695,0.014,19788,680.645,18856044.564
696,0.014,1697,680.645,1617076.3909999998
697,0.013,1321,680.645,1168871.6584999997
698,0.012,1907,680.645,1557588.018
699,0.012,1989,680.645,1624563.486
700,0.011,50760,680.645,38004494.22
701,0.011,2716,680.645,2033495.0019999999
702,0.01,2585,680.645,1759467.325
703,0.01,2696,680.645,1835018.92
704,0.009,2417,680.645,1480607.0685
705,0.008,20806,680.645,11329199.896
706,0.008,1977,680.645,1076508.132
707,0.007,1176,680.645,560306.9639999999
708,0.007,1812,680.645,863330.118
709,0.006,638,680.645,260550.906
710,0.006,24922,680.645,10177820.814
711,0.005,1154,680.645,392732.165
712,0.005,1452,680.645,494148.26999999996
713,0.004,995,680.645,270896.71
714,0.004,984,680.645,267901.87200000003
715,0.004,15616,680.645,4251580.927999999
716,0.004,564,680.645,153553.51200000002
717,0.003,825,680.645,168459.63749999998
718,0.003,1212,680.645,247482.522
719,0.003,621,680.645,126804.16350000001
720,0.003,18691,680.645,3816580.7085
725,0.002,19351,680.645,2634232.2789999996
730,0.001,18793,680.645,1279136.1485
735,0.001,20647,680.645,1405327.7315000002
740,0.001,20960,680.645,1426631.92
745,0.001,10413,680.645,708755.6385
750,0.0,19367,680.645,0.0
755,0.0,4126,680.645,0.0
760,0.0,4585,680.645,0.0
765,0.0,2873,680.645,0.0
770,0.0,13371,680.645,0.0
775,0.0,3304,680.645,0.0
780,0.0,4188,680.645,0.0
785,0.0,1317,680.645,0.0
790,0.0,5419,680.645,0.0
795,0.0,3596,680.645,0.0
800,0.0,18501,680.645,0.0
805,0.0,2583,680.645,0.0
810,0.0,7787,680.645,0.0
815,0.0,4894,680.645,0.0
820,0.0,3699,680.645,0.0
825,0.0,11272,680.645,0.0
830,0.0,6957,680.645,0.0
835,0.0,9844,680.645,0.0
840,0.0,32853,680.645,0.0
850,0.0,40,680.645,0.0
930,0.0,0,680.645,0.0
955,0.0,0,680.645,0.0
970,0.0,715,680.645,0.0
975,0.0,485,680.645,0.0
980,0.0,230,680.645,0.0
985,0.0,0,680.645,0.0
995,0.0,142,680.645,0.0
1000,0.0,2964,680.645,0.0
